Source: ERA5 reanalysis data using Atlite (For global data see Assumptions.txt with notes by Viktor Rosenberg 2026.07.21); 19.04.2024; Konstantin Loeffler <kl@wip.tu-berlin.de>
HOUR,AT,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GR,HR,HU,IE,IT,LT,LU,LV,NL,NO,PL,PT,RO,NONEU_Balkan,SE,SI,SK,TR,UK,Africa,Asia-Rest,China,Europe,FSU,India,Japan + Republic of Korea,Central & South America,Middle East,North America,Oceania
90,1.401453654,1.00955815,1.686748745,1.075284697,1.400099753,1.244011416,1.468142839,1.227423347,1.035439598,1.372377907,1.00359954,1.963910382,1.584398447,1.637626776,1.353860217,1.476548845,1.208770856,0.960933156,1.212657111,1.14357752,1.342231371,1.338116674,1.063231629,1.595755748,1.726743849,1.511041685,1.565028907,1.52255186,1.803040068,1.322556023,0.8523133840786552,2.2849752695417784,1.9723990506329117,1.3410435286935287,1.971115098039216,2.9592968824940047,2.1512658653846155,0.6104588144726711,2.2517022260273976,1.426255266955267,0.5159637335526316
91,1.403928905,1.061848143,1.695892387,1.071065735,1.407847595,1.227785073,1.486928745,1.225640807,1.11094368,1.376999929,1.040489226,2.005624353,1.611553641,1.658314415,1.388119263,1.526101504,1.217489008,0.990836215,1.212631732,1.133995261,1.343784795,1.34974899,1.109901216,1.627771201,1.746440691,1.513962882,1.596570838,1.526820719,1.809295571,1.338031155,1.0195860767522993,2.331923113207547,1.9714409018987336,1.3496007936507937,1.973207254901961,3.055673621103117,2.150528125,0.6058088529638184,2.382550856164384,1.4208446464646465,0.5315651315789474
92,1.400868451,1.13053818,1.727750956,1.063039247,1.411705741,1.213000626,1.499392398,1.224317407,1.135842045,1.3725222,1.069843608,2.042773821,1.609290708,1.669563915,1.42226545,1.564069207,1.224398489,1.090313722,1.212373702,1.143323685,1.350117143,1.36075503,1.154144706,1.659808432,1.763135289,1.506824268,1.585866132,1.521095816,1.81155195,1.352617899,1.1439788138281002,2.369189150943396,1.9759165348101264,1.354535225885226,1.974418431372549,3.0980767386091133,2.146922115384615,0.6095799846035411,2.4665861301369865,1.416892987012987,0.5373709703947368
93,1.404363853,1.198417302,1.797490992,1.080640338,1.413851159,1.204284812,1.505043995,1.21269849,1.187671107,1.378610887,1.108396624,2.1669221,1.608286003,1.682444699,1.445921998,1.599111255,1.235963294,1.147129533,1.211261212,1.174439585,1.358910668,1.369082568,1.181315356,1.691442748,1.832558042,1.504115209,1.578213101,1.536591109,1.865299871,1.36103895,1.3698283856644466,2.552262331536388,2.004752610759493,1.3657656898656898,2.005045882352941,3.500506714628297,2.137558894230769,0.6168118937644342,2.7069724315068493,1.4050427705627706,0.5170819490131578
94,1.394071396,1.246345136,1.812364526,1.095333483,1.402438979,1.200594533,1.511999226,1.202127491,1.214472893,1.381693631,1.131333737,2.246443821,1.612455058,1.685352409,1.437219298,1.636416847,1.234684751,1.197765378,1.208621694,1.230695695,1.370203966,1.375185627,1.198371803,1.710826253,1.84298968,1.494142863,1.560499076,1.544326347,1.892282283,1.374238664,1.6224299714557564,2.585997035040431,2.007895886075949,1.3719954212454213,2.0078080392156865,3.5797764988009595,2.1282564903846155,0.6205180138568128,2.814889897260274,1.4034273015873018,0.5056227796052631
95,1.399943197,1.279215129,1.870519205,1.105298602,1.390909613,1.200146856,1.51541279,1.201063369,1.243084703,1.392491382,1.158628628,2.371840353,1.625394151,1.695553226,1.451991317,1.632982642,1.23639096,1.237237415,1.203837567,1.279273306,1.374501138,1.387576547,1.252893421,1.738629241,1.830092623,1.507233197,1.569749469,1.569335569,1.928772215,1.393499472,1.8755696162385032,2.613310916442048,2.0263170886075947,1.3793943833943834,2.043005294117647,3.955729256594725,2.098295673076923,0.665729753656659,3.1091087328767126,1.4138081385281385,0.43167105263157896
96,1.373557654,1.293769643,1.904968318,1.127809031,1.374233047,1.21007573,1.51901474,1.196963528,1.269502384,1.402347971,1.174497964,2.438072227,1.602614586,1.671248163,1.468638053,1.64176559,1.231695543,1.275513329,1.202758918,1.29211311,1.392686684,1.391604566,1.274056202,1.769049366,1.821185302,1.505524211,1.542999623,1.550812364,1.932180131,1.409871588,2.042184649540121,2.5944180592991914,2.028567246835443,1.385871672771673,2.050454901960784,3.968324940047961,2.086463221153846,0.6831113163972287,3.154298287671233,1.4142769985569985,0.4090727796052632
97,1.360528976,1.297754308,1.950207487,1.133018229,1.356042069,1.221329861,1.520604723,1.189012322,1.295706966,1.404464419,1.18449258,2.502360306,1.587290494,1.666661502,1.503643224,1.652016352,1.226911028,1.29485064,1.203211528,1.294926444,1.396912379,1.401401402,1.277564207,1.794137212,1.812642493,1.494537598,1.49791588,1.553310804,1.94023637,1.4309192,2.2338999365683474,2.4529339622641517,2.034529272151899,1.3908640415140416,2.0499137254901965,3.833201918465228,2.061088461538461,0.7049684372594303,3.224241267123287,1.414878354978355,0.40297269736842106
98,1.353996844,1.289449427,1.994697863,1.162578857,1.336233014,1.239953442,1.520408801,1.187521471,1.322165425,1.403719217,1.195974861,2.49236187,1.578473506,1.649029871,1.529205839,1.670397921,1.228991445,1.297442239,1.208004115,1.303112612,1.407360348,1.402058479,1.294292804,1.813816551,1.811853824,1.48555305,1.472024318,1.537244675,1.948651098,1.440164158,2.374016999682841,2.4278671832884102,2.0277759493670886,1.3964321123321124,2.057557058823529,3.843875299760191,2.036967307692308,0.717592378752887,3.2887895547945205,1.417656883116883,0.3992159950657895
99,1.34706535,1.27911726,2.078171966,1.173917754,1.331234551,1.255146685,1.531071479,1.181995598,1.36655839,1.405946445,1.217353861,2.61799439,1.570689393,1.65418854,1.548385638,1.684046989,1.23131688,1.291860335,1.210618253,1.321060839,1.414247354,1.397602675,1.294768188,1.835265452,1.795232128,1.476489861,1.460342121,1.549836152,1.960394664,1.445925779,2.649904852521408,2.0985685983827493,1.8989156645569625,1.40576221001221,2.0669533333333336,3.6853731414868105,2.0142725961538464,0.7481355658198614,3.427045890410959,1.4226762193362192,0.3991901726973685
100,1.347978741,1.245464315,2.08748304,1.189057202,1.340194825,1.273683619,1.538817934,1.178959879,1.406104013,1.401561808,1.227981604,2.620509524,1.543844062,1.649273504,1.549846538,1.709719762,1.237081463,1.252388298,1.209894923,1.356544811,1.416198188,1.386706149,1.293440391,1.851503675,1.762048384,1.467255198,1.460127551,1.557439022,1.964375713,1.461208904,2.727353472882969,1.9136192722371963,1.868577136075949,1.4103769230769232,2.068055882352941,3.5559071942446048,1.9982021634615383,0.7719427636643573,3.4083258561643834,1.4245271284271284,0.39938330592105264
101,1.350991747,1.237285265,2.094445416,1.204942815,1.348095911,1.285414309,1.548734601,1.18305972,1.429390982,1.401203404,1.251399967,2.62512992,1.533646779,1.648341342,1.563439806,1.74478973,1.241416038,1.232452926,1.206392486,1.367925066,1.428759004,1.36979326,1.2894324130000001,1.851478266,1.763128662,1.469625529,1.455192418,1.569873312,1.963686598,1.465719619,2.8078237551538217,1.80456051212938,1.8390323575949368,1.4160899267399267,2.0552488235294115,3.0340738609112714,1.9873646634615387,0.7862926866820632,3.3391623287671237,1.4251039826839829,0.40084453125
102,1.359311121,1.237103508,2.110756073,1.214775437,1.356465744,1.290467615,1.556586552,1.182157647,1.455862596,1.389989997,1.261981049,2.665247867,1.534754771,1.633786904,1.564925785,1.747069228,1.252789284,1.226671668,1.196210882,1.375719906,1.436197333,1.351422483,1.293915775,1.852178831,1.726803496,1.463866764,1.462630878,1.568764733,1.963523169,1.472170456,2.8259502378686965,1.1768822776280323,1.693002610759493,1.4194076312576314,1.9544966666666668,1.7301875299760192,1.978684375,0.8208663587374904,2.7229138698630138,1.426039393939394,0.40552717927631576
103,1.373589286,1.247505582,2.115955764,1.237076662,1.369716853,1.290156574,1.560452244,1.17948924,1.471009715,1.385024931,1.267388242,2.656640518,1.541628078,1.643987722,1.58468242,1.741692564,1.267730869,1.231057449,1.192031645,1.393551792,1.450534104,1.340524815,1.290317611,1.85471611,1.732171747,1.464993813,1.4797011900000001,1.57244621,1.954546605,1.473010125,2.661623564858864,1.1351952830188676,1.6830377373417722,1.4254472527472526,1.916873725490196,1.5541318944844125,1.9717769230769235,0.8405566204772902,2.3064292808219182,1.4264784126984127,0.4077768092105263
104,1.39105839,1.277006086,2.065065769,1.260402989,1.372781736,1.289985501,1.562456677,1.181957787,1.494048069,1.382780947,1.283542119,2.55724613,1.545111679,1.646948395,1.60817595,1.743148412,1.272390648,1.233449694,1.190559606,1.411690394,1.462341557,1.332619358,1.338519901,1.84565414,1.735299913,1.465129227,1.503184789,1.568913647,1.886789701,1.478045274,2.4248029178560104,1.1217853773584905,1.675779509493671,1.4258858974358974,1.8847156862745096,1.403039568345324,1.971315625,0.8533528483448806,1.985026712328767,1.4259670995670994,0.4103157894736842
105,1.38114157,1.2967896,1.759325821,1.274601017,1.350299922,1.278805798,1.565342759,1.164596933,1.488932381,1.370759036,1.276447808,2.007499836,1.441627104,1.578233229,1.597153365,1.691392039,1.272862863,1.230459388,1.18434997,1.420056362,1.474593118,1.308050838,1.387443463,1.757312182,1.585737788,1.464048979,1.459102378,1.530651109,1.72218321,1.477502212,1.7138426577862356,1.0564388140161725,1.6984488924050631,1.405892551892552,1.761846274509804,1.0442050359712232,1.976495432692308,0.8890539260969978,1.4200404109589042,1.4262120634920636,0.4204571134868421
106,1.316709915,1.290581911,1.615771573,1.220172919,1.297029563,1.245596615,1.561070152,1.153691032,1.408311296,1.360768859,1.222478343,1.820746444,1.312320682,1.487294475,1.593146863,1.548278248,1.27957633,1.237835476,1.18419346,1.399368836,1.485684376,1.270879217,1.387148397,1.667291409,1.509303172,1.459525441,1.379186617,1.478291411,1.651772273,1.479734643,1.3725764351411356,1.076022911051213,1.7087769778481012,1.389856043956044,1.7509823529411763,1.017211510791367,1.9851901442307691,0.8958503079291763,1.323269691780822,1.4255562481962485,0.4232124177631578
107,1.231436329,1.253587439,1.355377764,1.1382134800000001,1.241676886,1.205135732,1.541462881,1.153669425,1.301547453,1.364706189,1.155489528,1.490040417,1.138018517,1.374847143,1.53784584,1.386050976,1.290954031,1.231256803,1.186498808,1.361610928,1.489935803,1.210523957,1.357395921,1.5599979,1.255444546,1.456212961,1.290020464,1.428471518,1.58487921,1.455963121,0.7839396130669203,1.4613822776280323,1.8038458860759492,1.3615625152625153,1.793403725490196,1.3976743405275782,1.9646509615384613,0.8418836412625097,1.2106784246575342,1.422008629148629,0.4498405838815789
108,1.173279791,1.222996395,1.289842129,1.079036435,1.192742434,1.178539503,1.510529811,1.146787743,1.220063449,1.354785831,1.102350814,1.415598647,1.050994196,1.291890025,1.472914164,1.263556373,1.303868658,1.193977657,1.187945468,1.330188311,1.48555143,1.174999591,1.335233195,1.501589664,1.18679058,1.452393732,1.216756402,1.381911181,1.548505259,1.424157427,0.6142794798604505,1.4991179919137467,1.8211444620253163,1.348665628815629,1.8035823529411767,1.4524884892086332,1.970321394230769,0.8250119322555813,1.193076198630137,1.4215270707070706,0.4619692845394738
109,1.145221674,1.204107684,1.260299701,1.06008946,1.171189099,1.167210944,1.490018284,1.142763525,1.176238748,1.352861153,1.081352421,1.378082777,1.01163231,1.238582013,1.382024865,1.208156392,1.301761511,1.198164085,1.194298923,1.301536722,1.489244863,1.15612688,1.328249969,1.450983833,1.133770816,1.449270373,1.180374704,1.355818198,1.537161606,1.388935741,0.5417613384078657,1.5100584231805927,1.836404351265823,1.342602686202686,1.8169321568627448,1.453611510791367,1.9692466346153843,0.7946493841416475,1.216774315068493,1.4194714862914863,0.47558688322368425
110,1.137068371,1.183764919,1.242314724,1.061623628,1.158055177,1.170874563,1.482625996,1.140970182,1.141649647,1.34272808,1.080227066,1.362849135,0.986627372,1.215029035,1.351634382,1.185175941,1.286788741,1.209527247,1.206447476,1.281917417,1.491995281,1.160222204,1.346888297,1.420547374,1.098764518,1.448207771,1.146853953,1.354527613,1.534312513,1.365222967,0.5133617824294323,1.5180357142857142,1.8510005537974683,1.3406454822954823,1.829944509803921,1.4991657074340523,1.9678867788461536,0.764486143187067,1.2699962328767125,1.4188851948051948,0.4831440378289474
111,1.156550099,1.179025265,1.299050883,1.063611073,1.147801343,1.185405733,1.489980607,1.163786687,1.130301475,1.328484061,1.086240854,1.429813814,1.018909376,1.2286672,1.339608605,1.193394498,1.276551483,1.190787998,1.241987912,1.273604331,1.503065096,1.172492204,1.409778311,1.425865134,1.12107921,1.453384983,1.152003656,1.358912293,1.593411427,1.362560671,0.5024796701554076,1.694859838274932,1.895188607594937,1.3499341269841272,1.9150776470588236,1.917379856115108,1.971745673076923,0.7066421478060045,1.5786448630136989,1.4123514574314575,0.4996123766447368
112,1.205015199,1.229008346,1.355921918,1.08871564,1.170508515,1.218918182,1.510748339,1.166876422,1.178250033,1.314946145,1.13106109,1.477216336,1.058017738,1.283580013,1.323839662,1.243583343,1.254259386,1.198762147,1.254961314,1.301124241,1.514440831,1.202751968,1.482708762,1.473031663,1.207574327,1.455076706,1.143516182,1.411966921,1.64344792,1.379144854,0.5259437361243261,2.1519371967654988,1.9270221518987345,1.3636468864468865,1.9205484313725487,2.4542438848920867,1.976989182692308,0.6758678598922249,1.769225,1.4083464357864357,0.5121986019736843
113,1.251293695,1.279816324,1.476012447,1.121365525,1.184494295,1.259805635,1.533829458,1.174260457,1.24416072,1.3103204,1.20090355,1.570369465,1.146262728,1.340648451,1.353038853,1.332204565,1.233544308,1.270330133,1.26129785,1.327628811,1.526141069,1.219046565,1.508895859,1.523690127,1.311102042,1.461746547,1.2053603,1.432765196,1.682695064,1.409192401,0.5958017126546147,2.238349191374663,1.9328219145569625,1.380103418803419,1.9249119607843137,2.4613613908872902,1.9820853365384616,0.6595152040030794,1.871755308219178,1.4013529581529582,0.5218013569078948
114,1.27134481,1.318894006,1.65564827,1.152272037,1.199836735,1.280455427,1.555644619,1.194343735,1.346987496,1.300016503,1.265573951,1.940361271,1.234160297,1.400508078,1.40171253,1.433625278,1.218647271,1.292857103,1.273814412,1.345968367,1.539031631,1.238656207,1.594645282,1.582666438,1.524619256,1.46733614,1.226245207,1.456798206,1.757301691,1.451130008,0.8491759594037426,2.4183345687331537,1.966679825949367,1.4037429792429794,1.9651368627450985,2.9339858513189454,1.986670192307692,0.6313783679753656,2.176325171232877,1.3789806926406922,0.5368766858552633
115,1.299051015,1.363899751,1.684483763,1.165131155,1.211298494,1.301242965,1.56904267,1.209603354,1.431854773,1.290912098,1.311141679,2.001308258,1.247334134,1.410502337,1.433770821,1.501226456,1.215693702,1.289268736,1.267338286,1.372462361,1.544072159,1.247154859,1.648289899,1.611487604,1.552182906,1.470246212,1.23530487,1.460372134,1.793647023,1.480903875,1.035777798921662,2.502128706199461,1.970468037974684,1.414973321123321,1.9659527450980396,3.0725136690647483,1.995577644230769,0.6244262894534257,2.3009135273972605,1.3748586435786434,0.5428364309210526
116,1.31307612,1.411366203,1.695231961,1.192453293,1.225969364,1.315521969,1.5785901,1.223512563,1.490845009,1.285388945,1.344612299,2.0624105,1.243362265,1.406191088,1.460568618,1.531657656,1.215399681,1.293654518,1.257583912,1.405735856,1.545417825,1.251123558,1.707458805,1.633731447,1.552752868,1.473579406,1.232515447,1.446564528,1.806139954,1.506039501,1.1700255946717413,2.5276898247978434,1.978326661392405,1.4226892551892552,1.9657780392156865,3.1382112709832133,2.006912019230769,0.6232726712856043,2.3688933219178083,1.3702716594516593,0.550477384868421
117,1.330311933,1.440615044,1.790803018,1.212676417,1.234321169,1.332403721,1.59531129,1.239463591,1.537558383,1.277155416,1.379340022,2.202798475,1.269531533,1.396302757,1.486049724,1.570046159,1.204806035,1.307210571,1.234162418,1.440183337,1.54473975,1.256175978,1.794872072,1.65665952,1.615064345,1.476713122,1.234947251,1.435859291,1.861294723,1.526092693,1.4337493181097367,2.679175673854447,2.0136945411392406,1.4329706349206348,1.989513137254902,3.61968896882494,2.021287019230769,0.625150115473441,2.6279907534246574,1.3593588455988457,0.5392205592105263
118,1.345179256,1.468619551,1.800616388,1.219419782,1.240622206,1.344283266,1.605725298,1.248095403,1.590076728,1.275028262,1.402516846,2.225881821,1.289343933,1.390042442,1.492595559,1.580510311,1.205830651,1.328342066,1.223587424,1.458565198,1.54636751,1.266856902,1.842254735,1.668992003,1.630678665,1.483760053,1.220952457,1.41121408,1.896397389,1.545499654,1.6913174437044085,2.776429784366577,2.015626661392405,1.4393387667887672,1.9923629411764705,3.7182352517985615,2.033743269230769,0.6322918398768284,2.7750823630136985,1.3574585281385283,0.5343685855263157
119,1.356796329,1.492709299,1.886881022,1.225089231,1.25520744,1.350168607,1.62371998,1.235849897,1.646008601,1.27102344,1.422394458,2.393948695,1.389861343,1.411365647,1.552003404,1.601430639,1.209006963,1.341698765,1.208270604,1.456291262,1.537899919,1.282826382,1.88595727,1.686330076,1.676322054,1.486641353,1.252375181,1.416095139,1.980711117,1.565207521,1.9629810973675863,2.728222237196765,2.02926795886076,1.4504247863247863,2.008556274509804,4.103476738609112,2.035966346153846,0.6809504618937645,3.0511613013698637,1.3611178643578643,0.49077372532894736
120,1.374716198,1.524474771,1.897926877,1.239008319,1.259719127,1.35805794,1.627495246,1.236449479,1.677714291,1.26619522,1.444068978,2.409610841,1.407053998,1.41517374,1.564047991,1.620294832,1.213176708,1.366817334,1.205030426,1.466550413,1.534311318,1.298031555,1.916849029,1.692571638,1.689099817,1.487634138,1.270732919,1.408252353,1.988182172,1.574547049,2.114527592768792,2.735334973045822,2.03445664556962,1.454394383394383,2.0092586274509805,4.124193045563549,2.040280769230769,0.6990998075442648,3.113142294520548,1.361909235209235,0.4774306332236842
121,1.39914052,1.556729588,1.910316837,1.252578732,1.257821605,1.362090365,1.621082568,1.236228011,1.711945596,1.259962705,1.455876971,2.423726645,1.35355113,1.423462566,1.557125959,1.636813715,1.208659485,1.37837985,1.205478806,1.468739737,1.527864608,1.307616209,1.983492937,1.690371936,1.701645618,1.491542365,1.254640097,1.407722882,2.007499973,1.575667564,2.305140025372661,2.641119272237197,2.0378499208860763,1.4576656898656897,2.0198992156862743,3.987195443645084,2.0166939903846157,0.7214354503464203,3.1796565068493146,1.365163492063492,0.4732915296052632
122,1.414126465,1.586929156,1.918548906,1.265584293,1.267358797,1.36909212,1.626357391,1.228552288,1.770921363,1.255038599,1.468663932,2.413635056,1.360001897,1.419511471,1.568819429,1.644864751,1.208450106,1.406488725,1.211168152,1.485566861,1.518500224,1.317928667,2.038580098,1.679313538,1.714933697,1.494103734,1.254735462,1.402560542,2.027573917,1.581818928,2.451487123374564,2.610322978436657,2.036024683544304,1.4612905372405371,2.0232498039215687,4.016862350119904,1.986633653846154,0.7387953425712086,3.2436328767123284,1.36680329004329,0.46854613486842106
123,1.420397628,1.606670726,1.943640436,1.275514544,1.274331405,1.377945681,1.634849857,1.224927792,1.839202446,1.251998212,1.478191023,2.475290007,1.37926969,1.417260512,1.573791505,1.66647511,1.212539664,1.418449948,1.221358216,1.497624008,1.510546787,1.331386198,2.11705123,1.687881846,1.750271369,1.501229305,1.263365983,1.393824273,2.114218585,1.581631221,2.6993042816365365,2.1270433962264157,1.9040144778481012,1.467598290598291,2.039355098039216,3.835862350119904,1.9636185096153849,0.7849049268668207,3.351304623287671,1.3695747763347763,0.4642965871710527
124,1.424157954,1.61599624,1.962318394,1.288359714,1.282255027,1.388855445,1.636974857,1.221108836,1.867986577,1.246636108,1.492864554,2.505092798,1.336649557,1.419167207,1.554266858,1.677998242,1.219502603,1.422038315,1.228815701,1.523282463,1.505896522,1.34454713,2.142058063,1.697415699,1.753379653,1.512713845,1.250920867,1.389787059,2.125747508,1.585409732,2.801731747542023,2.005587398921833,1.8804195411392408,1.470860012210012,2.036450980392157,3.735522302158273,1.948918269230769,0.8184667821401077,3.3800779109589043,1.3744973448773448,0.4671207236842106
125,1.432414063,1.633752468,1.969997007,1.301693029,1.285216244,1.41002623,1.637291346,1.217986691,1.89792302,1.244460546,1.511647918,2.488536382,1.335964105,1.424389432,1.535174839,1.68497235,1.224189111,1.403099711,1.22960671,1.545292045,1.504036701,1.348172461,2.168573011,1.703383205,1.749959878,1.514775369,1.250730137,1.387520262,2.135274611,1.586670669,2.869583920076118,1.96380141509434,1.8549397151898728,1.4731071428571427,2.028171176470588,3.2769769784172667,1.943475,0.8343514241724403,3.238379794520548,1.375962857142857,0.468956990131579
126,1.446913657,1.638058703,1.98686112,1.314600961,1.301964925,1.421856897,1.633003669,1.221567975,1.92102846,1.241083166,1.524756932,2.496392296,1.324226901,1.412949263,1.520170831,1.687094297,1.246864326,1.387948829,1.243599541,1.559136611,1.496751809,1.3499452,2.237979064,1.702051043,1.765938709,1.514163126,1.253400354,1.391342379,2.146191993,1.580451958,2.845077830637488,1.3235527628032344,1.701485680379747,1.4737727716727718,1.9072164705882355,1.861276738609112,1.9395980769230767,0.8739863741339493,2.5706342465753425,1.3779829437229438,0.4779212171052632
127,1.448783934,1.616401698,1.977131466,1.323750181,1.322066947,1.438170999,1.634834786,1.224312005,1.94635697,1.243000863,1.543661066,2.476364373,1.314499107,1.421142754,1.520835447,1.69102708,1.251697844,1.372000531,1.244860081,1.577888647,1.489810957,1.350345607,2.262543298,1.703103705,1.772089002,1.511802002,1.25723879,1.399168619,2.103772663,1.576604669,2.7051641294005706,1.2203229110512128,1.686929746835443,1.471976129426129,1.868952941176471,1.5407395683453236,1.9419466346153849,0.8884963818321786,2.164176369863014,1.3784972005772005,0.48295016447368416
128,1.450365564,1.620610063,1.923125377,1.329621861,1.333555749,1.455875898,1.651706684,1.228222789,1.976622269,1.244093298,1.558315384,2.354973426,1.295334601,1.420062294,1.528929961,1.685748137,1.259110724,1.382964986,1.250549427,1.606772918,1.493188463,1.357510712,2.319286107,1.687809248,1.749515837,1.515541824,1.255832158,1.387578173,1.996929785,1.575302178,2.445164763717095,1.1847353773584903,1.6765828322784808,1.4655579975579975,1.8382764705882355,1.401330695443645,1.9510302884615385,0.8987138953040802,1.8640152397260277,1.3789286291486291,0.4893940789473684
129,1.43144136,1.590801971,1.584206009,1.32828295,1.334042524,1.460363776,1.65669516,1.237356953,1.991013019,1.246665432,1.559744493,1.762805198,1.211202327,1.354286616,1.531557073,1.59366479,1.265294063,1.387749475,1.259381661,1.619655028,1.503933775,1.335413076,2.37834846,1.56489641,1.476424291,1.51879446,1.223217372,1.366250427,1.749832141,1.572222914,1.671941896606407,1.0661446091644202,1.6940319620253166,1.4378772283272283,1.7232882352941177,1.02784412470024,1.966691105769231,0.932017936874519,1.4210820205479453,1.3796712842712842,0.508759333881579
130,1.356511636,1.555541179,1.425987516,1.299224413,1.256491987,1.420415,1.658850302,1.246437101,1.968571868,1.247757868,1.533854924,1.614642042,1.128544246,1.256515538,1.533112023,1.455339342,1.262701337,1.369408932,1.259216691,1.591468802,1.515036469,1.265224476,2.328605271,1.422166296,1.370689629,1.520044264,1.177251505,1.296947664,1.646829477,1.564999753,1.326679606723755,1.0741460242587602,1.697520490506329,1.4175282051282052,1.7081107843137255,1.0051083932853715,1.9877278846153847,0.9380909930715936,1.3414232876712329,1.3819812987012987,0.5172845805921052
131,1.264757321,1.496596095,1.115499014,1.251818622,1.172478153,1.354926424,1.626681416,1.260524565,1.874284832,1.248363432,1.474393178,1.277073734,0.97721883,1.143501494,1.490432424,1.317741817,1.261587623,1.332727848,1.258772541,1.53218783,1.507578604,1.192317449,2.073463442,1.248295529,1.034265975,1.51760143,1.112570282,1.251586908,1.514782329,1.53336887,0.8226897875039645,1.4479723045822102,1.797843670886076,1.37625927960928,1.7633284313725492,1.328642206235012,1.9932064903846156,0.8459290993071594,1.2446573630136986,1.3818763636363638,0.5405529605263159
132,1.198993142,1.438098413,1.028462333,1.216065533,1.122628743,1.298118113,1.602063063,1.274179898,1.799374006,1.250140094,1.425071522,1.232397494,0.886466773,1.068737868,1.436755321,1.23646365,1.24781321,1.302824789,1.259423961,1.473774125,1.487251143,1.141278765,1.894424022,1.150419718,0.954676683,1.508718538,1.041380406,1.207376097,1.462694308,1.495566562,0.6875035838883603,1.5234933288409702,1.8129916930379748,1.3557861416361414,1.7685127450980394,1.3926179856115108,2.011422355769231,0.8186456120092379,1.2407065068493148,1.3823041847041846,0.5585196957236842
133,1.138653955,1.40304734,0.972437759,1.189712711,1.087256395,1.267756066,1.584603399,1.282293153,1.742180641,1.255838726,1.380336373,1.205438978,0.824813591,1.005880492,1.386746143,1.171481003,1.2450512,1.286477784,1.259356281,1.435677771,1.478667283,1.107989146,1.741178278,1.073441068,0.894651684,1.508758818,0.975125663,1.179868435,1.435719428,1.461244726,0.627331810973676,1.5247035040431265,1.8262150316455692,1.3423141636141638,1.7838613725490196,1.41780551558753,2.030153605769231,0.7822657428791377,1.2445220890410955,1.3834961616161616,0.5774910773026315
134,1.111457826,1.384242516,0.955262037,1.175940066,1.088608549,1.25732175,1.577414568,1.28836459,1.706539199,1.262147111,1.35378257,1.196185768,0.781977494,0.974017502,1.361221147,1.154489469,1.242926234,1.271526255,1.264267308,1.420743831,1.470596625,1.111879133,1.660854788,1.044204281,0.857140201,1.512740698,0.919146484,1.179074228,1.430185424,1.440972304,0.6037132889311767,1.5453494609164422,1.8381819620253164,1.336736385836386,1.8013474509803922,1.4820189448441246,2.048537019230769,0.7487140492686681,1.324876883561644,1.3828085714285714,0.5912691200657895
135,1.135937505,1.385388981,1.024741624,1.184566274,1.113163665,1.270493227,1.595205793,1.313968339,1.691457851,1.275407612,1.354519082,1.243526187,0.8015082,0.974271728,1.375027593,1.162773839,1.253448602,1.274516561,1.296905967,1.431447193,1.476483435,1.151587801,1.617422729,1.06529201,0.885658206,1.533532019,0.920457751,1.194958352,1.534687572,1.435639115,0.6018183634633683,1.7332133423180591,1.878755221518988,1.3483319291819291,1.891743725490196,1.9510148681055155,2.0618754807692308,0.6789385681293303,1.6258520547945206,1.3771155266955266,0.6166383223684211
136,1.194619935,1.404109917,1.185411133,1.207718264,1.187333818,1.304145644,1.6397253,1.325916756,1.709093755,1.282987169,1.37261168,1.313887851,0.835377074,1.02721429,1.386420105,1.207923058,1.256722921,1.288072614,1.308999529,1.4597180300000001,1.491591677,1.228064262,1.606702002,1.170487454,0.962026548,1.553175194,0.941366499,1.233245709,1.66513507,1.45032043,0.6193522993973993,2.1527518194070083,1.914845806962025,1.3663810134310133,1.89470137254902,2.4625940047961627,2.0770983173076925,0.6449421093148576,1.762476712328767,1.3729487157287157,0.6362776315789473
137,1.259166258,1.432254237,1.377957816,1.249091987,1.244367673,1.361721559,1.671540019,1.328061205,1.741968858,1.287203309,1.409326616,1.418039259,0.963481607,1.092523887,1.4397962500000001,1.287922871,1.257872274,1.301828021,1.312540037,1.490728166,1.500801671,1.298718291,1.66533815,1.295371312,1.124101337,1.573868311,1.028315419,1.263855739,1.805007998,1.483677936,0.6753424992071043,2.1895985849056605,1.923699762658228,1.3897457264957265,1.901744901960784,2.542064028776978,2.0900216346153844,0.6248302540415703,1.85112551369863,1.3659403174603175,0.6496317023026315
138,1.306101131,1.446263482,1.585252458,1.264538269,1.263919819,1.403635448,1.690363603,1.343018331,1.817492671,1.29655115,1.446417585,1.749086847,1.050243015,1.148511864,1.519111208,1.379066897,1.276221824,1.310400231,1.341583198,1.526508279,1.506716596,1.344555116,1.855565485,1.381388338,1.322905567,1.584034764,1.067581905,1.283603345,1.973082656,1.517839289,0.8905933079606724,2.344641576819407,1.9559590981012656,1.417676678876679,1.94897137254902,2.9743726618705035,2.1034569711538462,0.599609545804465,2.147647260273972,1.349144473304473,0.6703436677631579
